Date Of Stop,Time Of Stop,SubAgency,Description,Location,Accident,Belts,Personal Injury,Property Damage,Commercial License,Commercial Vehicle,Alcohol,State,Year,Make,Model,Color,Violation Type,Charge,Contributed To Accident,Race,Gender,Driver State,DL State,Arrest Type
11/26/2016,00:13:00,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 50,MVA / MIDCOUNTY,No,No,No,No,No,No,No,MD,2010.0,FORD,FOCUS,SILVER,Warning,21-801(a),No,ASIAN,F,MD,MD,A - Marked Patrol
11/26/2016,01:29:00,"4th district, Wheaton","MOTOR VEH. MFR. AFTER JUNE 1, 1971, W/O ADEQUATE TAIL LAMPS",CLOPPER / FIRSTFIELD,No,No,No,No,No,No,No,MD,2003.0,PONTIAC,GRAND AM,GREEN,Warning,22-204(a),No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,01:29:00,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,CLOPPER / FIRSTFIELD,No,No,No,No,No,No,No,MD,2003.0,PONTIAC,GRAND AM,GREEN,Warning,16-112(c),No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,01:39:00,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,CLOPPER / FIRSTFIELD,No,No,No,No,No,No,No,MD,2013.0,NISSAN,ALTIMA,WHITE,Warning,21-801.1,No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,01:39:00,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 55,CLOPPER / FIRSTFIELD,No,No,No,No,No,No,No,MD,2013.0,NISSAN,ALTIMA,WHITE,Warning,21-801(a),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,01:39:00,"4th district, Wheaton",VEHICLE LAMP PROJECTING GLARING & DAZZLING LIGHT,CLOPPER / FIRSTFIELD,No,No,No,No,No,No,No,MD,2013.0,NISSAN,ALTIMA,WHITE,Warning,22-219(g),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,19:40:00,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,VEIRS MILL / ASPEN HILL,No,No,No,No,No,No,No,MD,2001.0,HYUNDAI,ELANTRA,BLUE,Warning,13-401(h),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,19:40:00,"4th district, Wheaton",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,VEIRS MILL / ASPEN HILL,No,No,No,No,No,No,No,MD,2001.0,HYUNDAI,ELANTRA,BLUE,Warning,13-401(b1),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,20:54:00,"4th district, Wheaton","MOTOR VEH. MFR. AFTER JUNE 1, 1971, W/O ADEQUATE TAIL LAMPS",VEIRS MILL / CLAGETT,No,No,No,No,No,No,No,MD,1994.0,TOYOTA,COROLLA,RED,Warning,22-204(a),No,HISPANIC,F,MD,MD,A - Marked Patrol
11/26/2016,20:54:00,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,VEIRS MILL / CLAGETT,No,No,No,No,No,No,No,MD,1994.0,TOYOTA,COROLLA,RED,Warning,13-409(b),No,HISPANIC,F,MD,MD,A - Marked Patrol
11/26/2016,02:26:00,Headquarters and Special Operations,DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,RT 355 NB @ I-270 RAMP,No,No,No,No,No,No,No,MD,2006.0,HYUNDAI,ELANTRA 4S,WHITE,Warning,21-204(b),No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,02:26:00,Headquarters and Special Operations,FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RT 355 NB @ I-270 RAMP,No,No,No,No,No,No,No,MD,2006.0,HYUNDAI,ELANTRA 4S,WHITE,Warning,13-409(b),No,WHITE,F,MD,MD,A - Marked Patrol
11/25/2016,23:49:00,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,BRIGGS RD AT CAMELIA DR,No,No,No,No,No,No,No,MD,2014.0,NISS,4S,BLACK,Warning,21-801(a),No,BLACK,F,MD,MD,A - Marked Patrol
11/25/2016,23:49:00,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,BRIGGS RD AT CAMELIA DR,No,No,No,No,No,No,No,MD,2014.0,NISS,4S,BLACK,Warning,21-309(b),No,BLACK,F,MD,MD,A - Marked Patrol
11/26/2016,22:43:00,"4th district, Wheaton",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,ASPEN HILL RD AT GEORGIA AVE,No,No,No,No,No,No,No,MD,2000.0,TOYT,VN,BEIGE,Warning,22-219(a),No,BLACK,M,MD,MD,A - Marked Patrol
11/26/2016,22:43:00,"4th district, Wheaton",DRIVER FAILING TO MAKE LEFT TURN FROM LEFT TURN LANE,ASPEN HILL RD AT GEORGIA AVE,No,No,No,No,No,No,No,MD,2000.0,TOYT,VN,BEIGE,Warning,21-309(i),No,BLACK,M,MD,MD,A - Marked Patrol
11/26/2016,22:43:00,"4th district, Wheaton",DRIVER FAILURE TO OBEY DESIGNATED LANE DIRECTIONS,ASPEN HILL RD AT GEORGIA AVE,No,No,No,No,No,No,No,MD,2000.0,TOYT,VN,BEIGE,Warning,21-309(d),No,BLACK,M,MD,MD,A - Marked Patrol
11/26/2016,22:43:00,"4th district, Wheaton",FAILURE TO DISPLAY TAB ON PLATES OF VEH. AS REQUIRED BY ADM.,ASPEN HILL RD AT GEORGIA AVE,No,No,No,No,No,No,No,MD,2000.0,TOYT,VN,BEIGE,Warning,13-410(e2),No,BLACK,M,MD,MD,A - Marked Patrol
11/25/2016,23:01:00,"4th district, Wheaton",FAILURE OF DR. TO SLOW TO REASONABLE & PRUDENT SPEED WHILE PASSING STOPPED EMERG. VEH.,UNIVERSITY BLVD/KING GEORGE DR,No,No,No,No,No,No,No,MD,2016.0,FORD,FOCUS,WHITE,Warning,21-405(e2),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,00:56:00,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,RIVER RD AND ROYAL DOMINION,No,No,No,No,No,No,No,DC,2006.0,CADILLAC,ESCALADE,"BLUE, DARK",Warning,21-801.1,No,BLACK,M,DC,DC,Q - Marked Laser
11/26/2016,00:56:00,"2nd district, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 61 IN 45,RIVER RD AND ROYAL DOMINION,No,No,No,No,No,No,No,DC,2006.0,CADILLAC,ESCALADE,"BLUE, DARK",Warning,21-801(a),No,BLACK,M,DC,DC,Q - Marked Laser
11/26/2016,01:03:00,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,RIVER RD AND ROYAL DOMINION,No,No,No,No,No,No,No,VA,2011.0,TOYOTA,RAV4,BLUE,Warning,21-801.1,No,BLACK,M,VA,VA,Q - Marked Laser
11/26/2016,01:03:00,"2nd district, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 62 IN 45),RIVER RD AND ROYAL DOMINION,No,No,No,No,No,No,No,VA,2011.0,TOYOTA,RAV4,BLUE,Warning,21-801(a),No,BLACK,M,VA,VA,Q - Marked Laser
11/26/2016,01:13:00,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,RIVER RD AND ROYAL DOMINION,No,No,No,No,No,No,No,MD,2011.0,HYUNDAI,SANTA FE,SILVER,Warning,21-801.1,No,BLACK,F,MD,MD,Q - Marked Laser
11/26/2016,01:13:00,"2nd district, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 61 IN 45,RIVER RD AND ROYAL DOMINION,No,No,No,No,No,No,No,MD,2011.0,HYUNDAI,SANTA FE,SILVER,Warning,21-801(a),No,BLACK,F,MD,MD,Q - Marked Laser
11/26/2016,02:57:00,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 55 MPH,495 SOUTH PRIOR TO RIVER ROAD,No,No,No,No,No,No,No,VA,2016.0,MERCEDES BENZ,GLC300,WHITE,Warning,21-801.1,No,ASIAN,M,VA,VA,A - Marked Patrol
11/26/2016,02:57:00,"2nd district, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 75 IN 55),495 SOUTH PRIOR TO RIVER ROAD,No,No,No,No,No,No,No,VA,2016.0,MERCEDES BENZ,GLC300,WHITE,Warning,21-801(a),No,ASIAN,M,VA,VA,A - Marked Patrol
11/26/2016,03:34:00,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 45 MPH,RIVER RD AND ROYAL DOMINION,No,No,No,No,No,No,No,MD,2012.0,NISSAN,VERSA,GRAY,Warning,21-801.1,No,WHITE,F,MD,MD,Q - Marked Laser
11/26/2016,03:34:00,"2nd district, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 60 IN 45,RIVER RD AND ROYAL DOMINION,No,No,No,No,No,No,No,MD,2012.0,NISSAN,VERSA,GRAY,Warning,21-801(a),No,WHITE,F,MD,MD,Q - Marked Laser
11/26/2016,05:23:00,"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 35 MPH,MASSACHUSETTS AVE AND WESTBARD AVE,No,No,No,No,No,No,No,MD,2015.0,TOYOTA,CAMRY,"BLUE, DARK",Warning,21-801.1,No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,05:23:00,"2nd district, Bethesda",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 50 IN 35,MASSACHUSETTS AVE AND WESTBARD AVE,No,No,No,No,No,No,No,MD,2015.0,TOYOTA,CAMRY,"BLUE, DARK",Warning,21-801(a),No,WHITE,F,MD,MD,A - Marked Patrol
12/06/2013,20:13:00,"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,WB 198/29,No,No,No,No,No,No,No,MD,2006.0,DODGE,MAGNUM,RED,Citation,13-409(b),No,BLACK,F,MD,DC,A - Marked Patrol
11/26/2016,17:34:00,"3rd district, Silver Spring",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,SB COLUMBIA PIKE/FAIRLAND ROAD,No,No,No,No,No,No,No,MD,2017.0,VOLKSWAGON,JETTA,"BLUE, DARK",Warning,21-310(a),No,BLACK,M,MD,MD,A - Marked Patrol
11/26/2016,17:34:00,"3rd district, Silver Spring",DRIVER CHANGING LANES WHEN UNSAFE,SB COLUMBIA PIKE/FAIRLAND ROAD,No,No,No,No,No,No,No,MD,2017.0,VOLKSWAGON,JETTA,"BLUE, DARK",Warning,21-309(b),No,BLACK,M,MD,MD,A - Marked Patrol
11/26/2016,19:57:00,"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,SLIGO CREEK PKWY/ PINEY BRANCH RD,No,No,No,No,No,No,No,DC,2014.0,FORD,EXPLORER,RED,Warning,21-201(a1),No,OTHER,M,VA,VA,A - Marked Patrol
11/26/2016,00:54:00,"5th district, Germantown",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,GERMANTOWN @ WISTERIA,No,No,No,No,No,No,No,MD,2017.0,HONDA,4S,BLUE,Warning,22-226(a),No,OTHER,M,MD,MD,A - Marked Patrol
11/26/2016,16:00:00,"5th district, Germantown",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS,RICHTER FARM@AUTUMN CREST,No,No,No,No,No,No,No,MD,2005.0,TOYT,HIGHLANDER,GREEN,Warning,13-411(c1),No,BLACK,M,MD,MD,A - Marked Patrol
11/26/2016,16:00:00,"5th district, Germantown",MOTOR VEH. W/O REQUIRED STOP LAMPS EQUIPMENT,RICHTER FARM@AUTUMN CREST,No,No,No,No,No,No,No,MD,2005.0,TOYT,HIGHLANDER,GREEN,Warning,22-206(a),No,BLACK,M,MD,MD,A - Marked Patrol
11/26/2016,16:25:00,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,19300 BLK GERMANTOWN RD,No,No,No,No,No,No,No,MD,2003.0,TOYT,CAMRY,GRAY,Warning,21-801.1,No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,17:37:00,"5th district, Germantown",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,19300 BLK GERMANTOWN RD,No,No,No,No,No,No,No,MD,2006.0,KIA,SPORTAGE,RED,Warning,21-801.1,No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,17:37:00,"5th district, Germantown",FAILURE TO MAINTAIN LEGIBLE REGISTRATION PLATE FREE FROM COVERS,19300 BLK GERMANTOWN RD,No,No,No,No,No,No,No,MD,2006.0,KIA,SPORTAGE,RED,Warning,13-411(c1),No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,01:11:00,"4th district, Wheaton","FAILURE OF VEH. ON HWY. TO DISPLAY LIGHTED LAMPS, ILLUMINATING DEVICE IN UNFAVORABLE VISIBILITY COND",VEIRS MILL AT GEORGIA,No,No,No,No,No,No,No,MD,2016.0,SCION,2S,MAROON,Warning,22-201.1,No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,20:01:00,"4th district, Wheaton",DRIVER CHANGING LANES WHEN UNSAFE,UNIVERSITY AT SLIGO CREEK,No,No,No,No,No,No,No,MD,2005.0,CADI,ESC,BLACK,Warning,21-309(b),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,20:01:00,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,UNIVERSITY AT SLIGO CREEK,No,No,No,No,No,No,No,MD,2005.0,CADI,ESC,BLACK,Warning,21-201(a1),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/25/2016,23:08:00,"4th district, Wheaton",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,GEORGIA AVE AT WENDY LN,No,No,No,No,No,No,No,MD,2004.0,GMC,YUKON,GRAY,Warning,21-401,No,HISPANIC,F,MD,MD,A - Marked Patrol
11/25/2016,23:22:00,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,WELLER RD AT HATHAWAY DR,No,No,No,No,No,No,No,MD,2003.0,VOLKSWAGON,JETTA,RED,Warning,21-707(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,18:07:00,"4th district, Wheaton",FAILURE TO DRIVE VEHICLE ON RIGHT HALF OF ROADWAY WHEN REQUIRED,ASPEN HILL RD AT BALTIC AVE,No,No,No,No,No,No,No,MD,2001.0,LEXUS,RX300,WHITE,Warning,21-301(a),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,18:07:00,"4th district, Wheaton",FAILURE TO CARRY REGISTRATION CARD WITHIN VEHICLE,ASPEN HILL RD AT BALTIC AVE,No,No,No,No,No,No,No,MD,2001.0,LEXUS,RX300,WHITE,Warning,13-409(a),No,WHITE,M,MD,MD,A - Marked Patrol
11/26/2016,18:42:00,"4th district, Wheaton",DRIVER FAIL TO STOP AT STEADY RED ARROW SIGNAL,GEORGIA AVE AT BEL PRE RD,No,No,No,No,No,No,No,MD,2007.0,TOYOTA,4RUNNER,BLACK,Warning,21-202(h2),No,BLACK,F,MD,MD,A - Marked Patrol
11/26/2016,18:42:00,"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,GEORGIA AVE AT BEL PRE RD,No,No,No,No,No,No,No,MD,2007.0,TOYOTA,4RUNNER,BLACK,Warning,13-409(b),No,BLACK,F,MD,MD,A - Marked Patrol
11/26/2016,21:28:00,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY SPEED,VEIRS MILL RD AT ARBUTUS AVE,No,No,No,No,No,No,No,MD,2016.0,FORD,F150,BLUE,Warning,21-801(a),No,HISPANIC,M,MD,MD,Q - Marked Laser
11/26/2016,21:46:00,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 25 MPH,INDPENDENCE ST AT VANDALIA DR,No,No,No,No,No,No,No,MD,2005.0,TOYOTA,SIENNA,BLUE,Warning,21-801.1,No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,22:21:00,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,VEIRS MILL RD AT PARKLAND DR,No,No,No,No,No,No,No,MD,2007.0,NISSAN,MURNO,WHITE,Warning,21-201(a1),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,22:21:00,"4th district, Wheaton",DRIVER FAIL TO STOP AT RED TRAFFIC SIGNAL BEFORE RIGHT TURN,VEIRS MILL RD AT PARKLAND DR,No,No,No,No,No,No,No,MD,2007.0,NISSAN,MURNO,WHITE,Warning,21-202(i1),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,22:21:00,"4th district, Wheaton",FAILURE OF VEH. DRIVER TO CARRY CURRENT REG. CARD,VEIRS MILL RD AT PARKLAND DR,No,No,No,No,No,No,No,MD,2007.0,NISSAN,MURNO,WHITE,Warning,13-701(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,01:22:00,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,E GUDE DR/SOUTHLAWN LN,No,No,No,No,No,No,No,MD,1998.0,TOYOTA,CAROLLA,SILVER,Warning,21-201(a1),No,HISPANIC,F,MD,MD,A - Marked Patrol
11/26/2016,01:22:00,"1st district, Rockville",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,E GUDE DR/SOUTHLAWN LN,No,No,No,No,No,No,No,MD,1998.0,TOYOTA,CAROLLA,SILVER,Warning,21-204(d),No,HISPANIC,F,MD,MD,A - Marked Patrol
11/26/2016,01:22:00,"1st district, Rockville",DRIVER ENTERING CROSSWALK AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,E GUDE DR/SOUTHLAWN LN,No,No,No,No,No,No,No,MD,1998.0,TOYOTA,CAROLLA,SILVER,Warning,21-204(c),No,HISPANIC,F,MD,MD,A - Marked Patrol
11/26/2016,01:22:00,"1st district, Rockville",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,E GUDE DR/SOUTHLAWN LN,No,No,No,No,No,No,No,MD,1998.0,TOYOTA,CAROLLA,SILVER,Warning,21-204(b),No,HISPANIC,F,MD,MD,A - Marked Patrol
11/26/2016,01:36:00,"1st district, Rockville",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,E GUDE DR/SOUTHLAWN LN,No,No,No,No,No,No,No,MD,2014.0,KIA,RIO,BLACK,Warning,21-201(a1),No,BLACK,F,MD,MD,A - Marked Patrol
11/26/2016,01:36:00,"1st district, Rockville",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,E GUDE DR/SOUTHLAWN LN,No,No,No,No,No,No,No,MD,2014.0,KIA,RIO,BLACK,Warning,21-204(d),No,BLACK,F,MD,MD,A - Marked Patrol
11/26/2016,01:36:00,"1st district, Rockville",DRIVER ENTERING CROSSWALK AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,E GUDE DR/SOUTHLAWN LN,No,No,No,No,No,No,No,MD,2014.0,KIA,RIO,BLACK,Warning,21-204(c),No,BLACK,F,MD,MD,A - Marked Patrol
11/26/2016,01:36:00,"1st district, Rockville",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,E GUDE DR/SOUTHLAWN LN,No,No,No,No,No,No,No,MD,2014.0,KIA,RIO,BLACK,Warning,21-204(b),No,BLACK,F,MD,MD,A - Marked Patrol
11/26/2016,00:03:00,"4th district, Wheaton","DRIVER FAIL TO MAKE REQUIRED STOP AT SIGNAL, SIGN, PAVEMENT MARK",BEL PRE RD @ HOMECREST RD,No,No,No,No,No,No,No,DC,2012.0,CHEVY,4S,SILVER,Warning,21-202(m),No,BLACK,M,MD,DC,A - Marked Patrol
11/26/2016,00:21:00,"4th district, Wheaton",DRIVER FAIL TO STOP AT STEADY CIRCULAR RED SIGNAL,ASPEN HILL RD @ GEORGIA AVE,No,No,No,No,No,No,No,MD,2013.0,HOND,4S,SILVER,Warning,21-202(h1),No,BLACK,F,MD,MD,A - Marked Patrol
11/26/2016,00:21:00,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ASPEN HILL RD @ GEORGIA AVE,No,No,No,No,No,No,No,MD,2013.0,HOND,4S,SILVER,Warning,21-201(a1),No,BLACK,F,MD,MD,A - Marked Patrol
11/26/2016,00:21:00,"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,ASPEN HILL RD @ GEORGIA AVE,No,No,No,No,No,No,No,MD,2013.0,HOND,4S,SILVER,Warning,13-401(h),No,BLACK,F,MD,MD,A - Marked Patrol
11/26/2016,16:41:00,"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MONTGOMERY VILLAGE  AV / N. FRED. AVE,No,No,No,No,No,No,No,MD,2011.0,ACUR,MDX,GRAY,Warning,21-201(a1),No,ASIAN,F,MD,MD,A - Marked Patrol
11/26/2016,16:41:00,"6th district, Gaithersburg / Montgomery Village",DRIVER CHANGING LANES WHEN UNSAFE,MONTGOMERY VILLAGE  AV / N. FRED. AVE,No,No,No,No,No,No,No,MD,2011.0,ACUR,MDX,GRAY,Warning,21-309(b),No,ASIAN,F,MD,MD,A - Marked Patrol
11/25/2016,23:09:00,"4th district, Wheaton",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,REEDIE DR @ AMHERST AVE,No,No,No,No,No,No,No,MD,1999.0,ACURA,4S,GRAY,Warning,21-401,No,HISPANIC,M,MD,MD,A - Marked Patrol
11/25/2016,23:17:00,"4th district, Wheaton",FAILURE VEH. TO YIELD INTERSECTION RIGHT-OF-WAY TO ANOTHER VEH.,VEIRS MILL RD @ REEDIE DR,No,No,No,No,No,No,No,MD,2009.0,HYUNDAI,4S,BEIGE,Warning,21-401,No,BLACK,M,MD,MD,A - Marked Patrol
11/26/2016,01:26:00,"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,UNIVERSITY BLVD @ AMHERST AVE-KING GEORG,No,No,No,No,No,No,No,MD,1999.0,HONDA,CIVIC,SILVER,Warning,21-201(a1),No,HISPANIC,F,MD,MD,A - Marked Patrol
11/26/2016,01:26:00,"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,UNIVERSITY BLVD @ AMHERST AVE-KING GEORG,No,No,No,No,No,No,No,MD,1999.0,HONDA,CIVIC,SILVER,Warning,21-801.1,No,HISPANIC,F,MD,MD,A - Marked Patrol
11/26/2016,21:35:00,"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,GRANDVIEW AVE @ ENNALLS AVE,No,No,No,No,No,No,No,MD,2016.0,JEEP,CHEROKEE,BLACK,Warning,21-707(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,01:01:00,"1st district, Rockville",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,355 / GUDE,No,No,No,No,No,No,No,MD,2003.0,HOND,TK,SILVER,Warning,22-204(f),No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,01:07:00,"1st district, Rockville","FAILURE OF DR. TO MAKE LANE CHANGE TO AVAIL. LANE NOT IMMED. ADJ. TO STOPPED EMERG. VEH, TOW TRUCK",FREDERICK RD / WATKINS POND,No,No,No,No,No,No,No,MI,2015.0,BUICK,4D,SILVER,Warning,21-405(e1),No,BLACK,M,MI,MI,A - Marked Patrol
11/26/2016,05:11:00,"4th district, Wheaton",DRIVER FAILING TO GIVE TURN SIGNAL CONTINUOUSLY DURING LAST 100' OF TRAVEL BEFORE TURNING,GEORGIA AVE/NORBECK RD,No,No,No,No,No,No,No,MD,2002.0,CHEV,4S,SILVER,Warning,21-604(d),No,WHITE,F,MD,MD,A - Marked Patrol
11/26/2016,21:50:00,"4th district, Wheaton",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,EB MD 108 / OLD BALTIMORE ROAD,No,No,No,No,No,No,No,DC,2015.0,NISSAN,MURANO,SILVER,Warning,16-112(c),No,WHITE,F,DC,DC,A - Marked Patrol
11/26/2016,21:50:00,"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,EB MD 108 / OLD BALTIMORE ROAD,No,No,No,No,No,No,No,DC,2015.0,NISSAN,MURANO,SILVER,Warning,22-226(a),No,WHITE,F,DC,DC,A - Marked Patrol
11/25/2016,22:44:00,"4th district, Wheaton",FAILURE TO STOP AT STOP SIGN,BEL PRE RD/ARCTIC AVE.,No,No,No,No,No,No,No,MA,2003.0,HONDA,CIVIC,RED,Warning,21-707(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/25/2016,22:44:00,"4th district, Wheaton",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY,BEL PRE RD/ARCTIC AVE.,No,No,No,No,No,No,No,MA,2003.0,HONDA,CIVIC,RED,Warning,21-801(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/26/2016,21:33:00,"4th district, Wheaton",FAILURE TO STOP AT STOP SIGN,RIPPLIBG BROOK/HEWITT AVE,No,No,No,No,No,No,No,MD,2005.0,MAZ,4D,RED,Warning,21-707(a),No,OTHER,M,MD,MD,A - Marked Patrol
11/25/2016,22:59:00,"4th district, Wheaton",FAILURE TO EQUIP VEH. WITH REQUIRED REAR STOP LAMP,GEORGIA AVE/ARCOLA AVE,No,No,No,No,No,No,No,MD,2009.0,FORD,F150,WHITE,Warning,22-219(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/25/2016,23:20:00,"4th district, Wheaton",FAILURE TO DISPLAY TWO LIGHTED FRONT LAMPS WHEN REQUIRED,UNIVERSITY BLVD W/REEDIE DR,No,No,No,No,No,No,No,MD,2009.0,CHEVY,IMPALA,"BLUE, DARK",Warning,22-226(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
11/25/2016,23:20:00,"4th district, Wheaton",DRIVING UNSAFE VEH. ON HWY.,UNIVERSITY BLVD W/REEDIE DR,No,No,No,No,No,No,No,MD,2009.0,CHEVY,IMPALA,"BLUE, DARK",Warning,22-101(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
