SubAgency,Description,Location,Belts,Personal Injury,Property Damage,CommercialLicense,CommercialVehicle,Alcohol,State,Make,Model,Color,ViolationType,Charge,ContributedToAccident,Race,Gender,Driver State,DL State,ArrestType
"4th district, Wheaton",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,GEORGIA AVE @ PLYERS MILL RD,No,No,No,No,No,No,MD,CHEVY,CAVALIER,RED,Citation,13-703(g),No,WHITE,M,MD,MD,S - License Plate Recognition
"5th district, Germantown",FAILURE OF LICENSEE TO NOTIFY ADMINISTRATION OF CHANGE OF ADDRESS WITHIN 30 DAYS,WOODFIELD ROAD AND FAITH LN,No,No,No,No,No,No,MD,SATR,4S,GOLD,Warning,16-116(a),No,WHITE,F,MD,MD,S - License Plate Recognition
"4th district, Wheaton",OPERATING UNREGISTERED MOTOR VEHICLE ON HIGHWAY,NB GEORIGA AVE / HINES ROAD,No,No,No,No,No,No,MD,KAWASAKI,636,"GREEN, LGT",Citation,13-401(b1),No,WHITE,M,MD,MD,A - Marked Patrol
"1st district, Rockville",DRIVER FAILURE TO STOP FOR PEDESTRIAN IN CROSSWALK,VEIRS MILL RD. AND RANDOLPH RD.,No,No,No,No,No,No,MD,CHEV,CAMARO,WHITE,Citation,21-502(a2),No,WHITE,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLESVILLE SB / SOUTHWOOD,Yes,No,No,No,No,No,MD,VOLK,SD,GRAY,Warning,21-201(a1),No,HISPANIC,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,GEORGIA AVE/ICC,No,No,No,No,No,No,MD,INFI,4S,BLACK,Warning,22-204(f),No,BLACK,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVING WHILE IMPAIRED BY ALCOHOL,UNIVERSITY BLVD W AT MADISON ST,No,No,No,No,No,No,MD,BUICK,4S,GOLD,Citation,21-902(b1),No,WHITE,M,MD,MD,A - Marked Patrol
"5th district, Germantown","LEAVING UNATTENDED VEH. W/O STOPPING ENGINE, LOCKING IGNITION, REMOVING KEY & SETTING BRAKE",12619 MIDDLEBROOK RD,No,No,No,No,No,No,MD,FORD,F450,WHITE,Citation,21-1101(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",PERSON DRIVING MOTOR VEH. ON HWY ON SUSPENDED LIC. AND PRIVILEGE,GREAT SENECA HWY / LAKE LANDS DR,No,No,No,No,No,No,MD,LEXS,1S250,WHITE,Citation,16-303(c),No,WHITE,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RT 198 EB / DINO,No,No,No,No,No,No,MD,NISSAN,370G,BLACK,Warning,13-409(b),No,BLACK,M,MD,MD,Q - Marked Laser
"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,GRANDPRE RD @ CONNECTICUT AVE,No,No,No,No,No,No,MD,TOYOTA,MINI VAN,GRAY,Warning,21-707(a),No,BLACK,M,MD,MD,A - Marked Patrol
"1st district, Rockville",DRIVING WRONG WAY--ONE WAY STREET,SHADY GROVE METRO ACCESS ROAD/REDLAND,No,No,No,No,No,No,MD,NISS,TK,MAROON,Citation,21-308(a),No,BLACK,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW,11510 LOCKWOOD DR,No,No,No,No,No,No,MD,FORD,TK,BLACK,Warning,21-1104(c),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVING ON HWY. WITH OBSTRUCTED WINDSHIELD VIEW,ASPEN HILL @ MARIANA,No,No,No,No,No,No,MD,MAZDA,4S,SILVER,Warning,21-1104(c),No,HISPANIC,F,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,FOUNDERS MILL DR @ FLATWOOD DR,Yes,No,No,No,No,No,MD,HYUNDAI,SONATA,SILVER,Warning,13-409(b),No,ASIAN,M,MD,MD,B - Unmarked Patrol
"3rd district, Silver Spring",FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE,SB NEW HAMPSHIRE AVE / HOLLYWOOD AVE,No,No,No,No,No,No,MD,NISS,PATHFINDER,RED,Warning,13-411(c2),No,BLACK,F,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,W JEFFERSON ST/ S ADAMS ST,No,No,No,No,No,No,MD,HYUNDAI,ELANTRA,SILVER,Citation,21-202(h1),No,ASIAN,F,MD,MD,A - Marked Patrol
"1st district, Rockville",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 35 MPH ZONE,METRO EXIT ONTO I370,No,No,No,No,No,No,MD,MAZDA,4DR,GRAY,Citation,21-801.1,No,WHITE,M,MD,MD,Q - Marked Laser
"1st district, Rockville",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,FREDERICK RD/COLLEGE PKWY,No,No,No,No,No,No,MD,HONDA,CRV,BLACK,Warning,22-204(f),No,ASIAN,F,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,EAST JEFFERSON ST @ MONTROSE PKWY,No,No,No,No,No,No,MD,PONTIAC,GRAND PRIX,SILVER,Warning,21-204(b),No,HISPANIC,M,NY,NY,A - Marked Patrol
"2nd district, Bethesda",POSSESSING SUSPENDED LIC.,CORDELL AVE @ WOODMONT AVE,No,No,No,No,No,No,MD,SUBARU,LEGACY,SILVER,Citation,16-301(j),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",HOLDER OF LEARNER'S PERMIT DRIVING W/O REQ. SUPERVISION,NB 12800 BLK GEORGIA AVE,No,No,No,No,No,No,MD,HONDA,ACCORD,BLACK,Citation,16-105(b1),No,HISPANIC,M,MD,MD,Q - Marked Laser
"4th district, Wheaton",DRIVER FAILURE TO STOP AT STOP SIGN LINE,UNIVERSITY BLV W/KING GEORGE DR,No,No,No,No,No,No,MD,SUBURU,LEGACY,GRAY,Warning,21-707(a),No,WHITE,M,MD,MD,A - Marked Patrol
Headquarters and Special Operations,DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,MUDDY BRANCH RD @ PENSACOLA DR,No,No,No,No,No,No,MD,INFI,4S,BEIGE,Warning,22-204(f),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,LAYHILL RD/ LONGEADE CROSSING DR,No,No,No,No,No,No,MD,HONDA,ACCORD,SILVER,Warning,13-409(b),No,WHITE,M,MD,MD,A - Marked Patrol
"1st district, Rockville",DRIVING VEH. WHILE WEARING EARPHONES,WASHINGTONIAN BLVD AT 370 RAMP,No,No,No,No,No,No,MD,CHEV,4S,BLACK,Warning,21-1120(c),No,BLACK,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVER ENTERING INTERSECTION AT FLASHING RED TRAFFIC SIGNAL WITHOUT STOPPING,S/B MIDCOUNTY HWY / GOSHEN RD,No,No,No,No,No,No,VA,MERCEDES,C300,GRAY,Warning,21-204(d),No,OTHER,M,VA,VA,A - Marked Patrol
"5th district, Germantown","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",RT. 108 @ JARL DR,No,Yes,No,No,No,No,MD,TOYT,CAMRY,RED,Citation,21-901.1(b),Yes,WHITE,F,MD,MD,A - Marked Patrol
"1st district, Rockville",FAILURE TO SECURELY FASTEN REGISTRATION PLATE TO VEHICLE,FISHER AVE/CATTAIL AVE,No,No,No,No,No,No,MD,TOYT,4S,SILVER,Warning,13-411(c2),No,WHITE,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,355/POOKS HILL RD,No,No,No,No,No,No,MD,TOYT,VN,GOLD,Citation,21-1124.2(d2),No,WHITE,F,MD,MD,A - Marked Patrol
"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,370/UNDER270,No,No,No,No,No,No,MD,TOYOTA,SIENNA,BLACK,Warning,21-801.1,No,WHITE,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVING VEH. W/O ADEQUATE REAR REG. PLATE ILLUMINATION,CHERRY HILL RD AT GRACEFIELD RD,No,No,No,No,No,No,MD,DODG,TK,GREEN,Warning,22-204(f),No,BLACK,M,MD,MD,A - Marked Patrol
"1st district, Rockville",DRIVING VEHICLE IN EXCESS OF REASONABLE AND PRUDENT SPEED ON HIGHWAY 50,SHADY GROVE RD/GUDELSKY WAY,No,No,No,No,No,No,MD,HONDA,CIVIC,GOLD,Warning,21-801(a),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH,NB GEORGIA AVE/EMORY,No,No,No,No,No,No,MD,CHEVROLET,TAHOE,GOLD,Warning,21-801.1,No,BLACK,M,MD,MD,A - Marked Patrol
"1st district, Rockville",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,W. MONTGOMERY AVE @ ADCLARE DR,Yes,No,No,No,No,No,MD,HONDA,ACCORD,WHITE,Citation,13-409(b),No,HISPANIC,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,NB ROCKVILLE PIKE @ GROSEVNOR,No,No,No,No,No,No,MD,HONDA,ACCORD,BLACK,Citation,21-201(a1),No,OTHER,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,QUINCE ORCHARD RD @ FIRSTFIELD RD,No,No,No,No,No,No,MD,MAZD,MPV,BLACK,Citation,13-401(h),No,BLACK,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",OLD COLUMBIA PIKE @ PERRYWOOD DR,No,No,No,No,No,No,MD,ACUR,TL,WHITE,Citation,16-303(h),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,UNIVERSITY BLVD W @ CONNECTICUT AVE,No,No,No,No,No,No,MD,MITSUBISHI,SPYDER,SILVER,Warning,21-202(h1),No,HISPANIC,M,MD,MD,A - Marked Patrol
Headquarters and Special Operations,FAILURE TO STOP WHEN ENTERING HIGHWAY,ASPEN HILL RD / CONN AVE,No,No,No,No,No,No,MD,ACURA,INT,RED,Citation,21-404(a),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",NB GEORGIA AVE / GOLD MINE ROAD,No,No,No,No,No,No,MD,GMC,SUV,BLACK,Citation,21-901.1(b),No,BLACK,F,DC,MD,A - Marked Patrol
"3rd district, Silver Spring",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,NEW HAMPSHIRE AVE AND ELDRID DR,No,No,No,No,No,No,MD,BMW,4S,BLACK,Warning,16-112(c),No,BLACK,F,MD,MD,A - Marked Patrol
"5th district, Germantown",FAILURE TO STOP WHEN ENTERING HIGHWAY,GERMANTOWN RD @ CRYSTAL ROCK DR,No,No,No,No,No,No,MD,ACUR,RDX,GRAY,Citation,21-404(a),No,BLACK,M,MD,MD,A - Marked Patrol
"5th district, Germantown",UNAUTHORIZED DISPLAY AND USE OF REGISTRATION PLATE,CENTURY BLVD. AT AIRCRAFT DR.,No,No,No,No,No,No,MD,HONDA,ACCORD - 4S,BLACK,Citation,13-703(g),No,BLACK,M,MD,MD,A - Marked Patrol
"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,RT 270 NB ABOVE RT 27,No,No,No,No,No,No,MD,MAZDA,3,SILVER,Warning,13-409(b),No,WHITE,F,MD,MD,B - Unmarked Patrol
"4th district, Wheaton",EXCEEDING MAXIMUM SPEED: 39 MPH IN A POSTED 30 MPH ZONE,HOMELAND DR/RT 108,No,No,No,No,No,No,MD,KIA,4DR,SILVER,Citation,21-801.1,No,WHITE,F,MD,MD,O - Foot Patrol
"4th district, Wheaton",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,RANDOLPH / MIDDLEVALE,No,No,No,No,No,No,MD,NISSAN,MAXIMA,RED,Citation,16-101(a),No,HISPANIC,M,MD,XX,A - Marked Patrol
"1st district, Rockville",susp registration,28/MONROE,No,No,No,No,No,No,MD,CHEV,MALU,RED,Citation,13-702(a),No,WHITE,F,MD,MD,A - Marked Patrol
"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 44 MPH IN A POSTED 25 MPH ZONE,10400 METROPOLITAN AVE.,No,No,No,No,No,No,MD,TOYO,4D,BEIGE,Citation,21-801.1,No,WHITE,M,MD,MD,Q - Marked Laser
"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,LEXINGTON ST/PERRY AVE,No,No,No,No,No,No,MD,TOYOTA,RAV4,BLUE,Warning,21-201(a1),No,WHITE,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",MIDCOUNTY HWY AND WASHINGTON GROVE LA,No,No,No,No,No,No,MD,NISS,SENTRA,SILVER,Citation,16-303(h),No,WHITE,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVING VEH. ON HWY. W/O REQUIRED MINIMUM EQUIPMENT,UNIVERSITY BLVD W/ REEDIE DR,No,No,No,No,No,No,MD,FORD,F-150,WHITE,Warning,23-104,No,WHITE,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",EXCEEDING THE POSTED SPEED LIMIT OF 50 MPH,DEMOCRACY BLVD @ NEWBRIDGE DR,No,No,No,No,No,No,MD,HOND,TK,BLACK,Warning,21-801.1,No,WHITE,M,MD,MD,Q - Marked Laser
"2nd district, Bethesda",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,I495 / ROCKVILLE PIKE,No,No,No,No,No,No,VA,HOND,ACCORD,GRAY,Warning,21-204(b),No,WHITE,M,VA,VA,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,MVA  /  CLUBHOUSE RD,No,No,No,No,No,No,VA,NISSAN,ALTIMA,SILVER,Warning,21-201(a1),No,HISPANIC,F,VA,VA,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO STOP AT STOP SIGN LINE,"PLYERS MILL RD / LEXINGTON ST, E/B",No,No,No,No,No,No,MD,TOYOTA,COROLLA,SILVER,Citation,21-707(a),No,BLACK,M,MD,MD,L - Motorcycle
"4th district, Wheaton",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,GEORGIA AVE/ARCOLA AVE,No,No,No,No,No,No,MD,HONDA,CRV,RED,Warning,21-201(a1),No,WHITE,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVING OFF ROADWAY WHILE PASSING VEHICLE,SB COLUMBIA PIKE @ CHERRY HILL RD,No,No,No,No,No,No,MD,MADZ,4S,BLACK,Citation,21-304(c),No,BLACK,F,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DRIVER FAILURE TO STOP AT STOP SIGN LINE,E. DEER PARK DR/CENTRAL AVE,No,No,No,No,No,No,VA,CHEV,TAHOE,WHITE,Warning,21-707(a),No,BLACK,F,MD,NY,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,14121 OLD COLUMBIA PIKE,No,No,No,No,No,No,MD,HONDA,4S,GRAY,Citation,21-201(a1),No,OTHER,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVING  MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,UNIVERSITY BLVD W @ SLIGO CREEK PKW,No,No,No,No,No,No,MD,ACURA,TK,GRAY,Citation,16-101(a),No,WHITE,F,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,COLEVILLE RD / SPRING ST,No,No,No,No,No,No,MD,TOYT,4S,RED,Warning,21-201(a1),No,WHITE,M,MD,MD,A - Marked Patrol
"5th district, Germantown","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",CRYSTAL ROCK DR@FATHER HURLEY,No,No,No,No,No,No,MD,TOYT,RAV4,BLUE,Citation,16-303(h),No,OTHER,M,MD,MD,A - Marked Patrol
"4th district, Wheaton","NEGLIGENT DRIVING VEHICLE IN CARELESS AND IMPRUDENT MANNER ENDANGERING PROPERTY, LIFE AND PERSON",16525 BROGDEN RD,No,No,No,No,No,No,MD,SATURN,4 DOOR,GOLD,Citation,21-901.1(b),Yes,WHITE,F,MD,MD,A - Marked Patrol
"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,W/B #2 BRIGHTON DAM RD (WSSC REC AREA),No,No,No,No,No,No,MD,NISSAN,QUEST,BLUE,Warning,21-801.1,No,BLACK,F,MD,MD,Q - Marked Laser
"6th district, Gaithersburg / Montgomery Village",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,MD 355 SB/ PROFESSIONAL DR,Yes,No,No,No,No,No,MD,BMW,X5,SILVER,Warning,21-801.1,No,BLACK,F,MD,MD,Q - Marked Laser
"1st district, Rockville",DRIVER OF MOTOR VEHICLE FOLLOWING VEHICLE CLOSER THAN REASONABLE AND PRUDENT,S/B 270 AT EXIT 5,No,No,No,No,No,No,VA,TOYOTA,AVALON,SILVER,Warning,21-310(a),No,WHITE,M,VA,VA,A - Marked Patrol
"5th district, Germantown",FAILURE TO STOP AT STOP SIGN,RICHTER FARM RD @ KINGS CROSSING BLVD,No,No,Yes,No,No,No,PA,VOLKSWAGEN,JETTA,SILVER,Citation,21-707(a),No,BLACK,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,OLD COLUMBIA PIKE / BRIGGS CHANEY ROAD,No,No,No,No,No,No,MD,CHEV,TK,CREAM,Citation,13-411(d),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 30 MPH,E/B #2 BRIGHTON DAM RD (WSSC REC. AREA),No,No,No,No,No,No,MD,FORD,TK,WHITE,Warning,21-801.1,No,WHITE,M,MD,MD,Q - Marked Laser
"5th district, Germantown",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,MIDDLEBROOK RD AT SB 270 RAMP,No,No,No,No,No,No,MD,TOYO,MATRIX,BLACK,Warning,13-409(b),No,ASIAN,M,MD,MD,B - Unmarked Patrol
"1st district, Rockville",EXCEEDING THE POSTED SPEED LIMIT OF 40 MPH,DARNESTOWN RD/TREWORTHY RD,No,No,No,No,No,No,MD,BUICK,4S,SILVER,Warning,21-801.1,No,WHITE,F,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",FAILURE OF INDIVIDUAL DRIVING ON HIGHWAY TO DISPLAY LICENSE TO UNIFORMED POLICE ON DEMAND,FREDERICK RD/ODENHAL AVE,No,No,No,No,No,No,MD,NISSAN,ALTIMA,MAROON,Warning,16-112(c),No,HISPANIC,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVING MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,GEORGIA AVENUE / UNIVERSITY BOULEVARD W,No,No,No,No,No,No,IA,GMC,ACADIA,SILVER,Citation,16-101(a),No,HISPANIC,M,MD,XX,A - Marked Patrol
"2nd district, Bethesda",PERSON DRIVING MOTOR VEHICLE ON HIGHWAY OR PUBLIC USE PROPERTY ON SUSPENDED LICENSE AND PRIVILEGE,270/187,No,No,No,No,No,No,MD,CHEVY,TAHOE,BLACK,Citation,16-303(c),No,BLACK,M,MD,MD,S - License Plate Recognition
"4th district, Wheaton",FAILURE YIELD RIGHT OF WAY ON U TURN,ELKIN ST/UNIVERSITY BLVD W,No,No,No,No,No,No,MD,VOLK,2S,WHITE,Citation,21-402(b),No,ASIAN,F,MD,MD,A - Marked Patrol
"1st district, Rockville",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,5400 RANDOLPH RD,No,No,No,No,No,No,VA,CHEVY,VETTE,BLACK,Warning,13-411(f),No,WHITE,M,CO,CO,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",FAILURE TO DISPLAY REGISTRATION CARD UPON DEMAND BY POLICE OFFICER,1 MEDIMMUNE WAY,No,No,No,No,No,No,MD,TOYOTA,COROLLA,RED,Citation,13-409(b),No,WHITE,M,MD,MD,A - Marked Patrol
"1st district, Rockville",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,PARK RD @ N. STONESTREET AVE,No,No,No,No,No,No,MD,GMC,TK,WHITE,Warning,21-202(h1),No,WHITE,M,MD,MD,L - Motorcycle
"6th district, Gaithersburg / Montgomery Village",DRIVER FAIL TO STOP AT FLASHING RED TRAFFIC SIGNAL STOP LINE,QUINCE ORCHARD @ 270 N EXIT RAMP,No,No,No,No,No,No,MD,VOLV,C70,BLACK,Warning,21-204(b),No,WHITE,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER USING HANDS TO USE HANDHELD TELEPHONE WHILEMOTOR VEHICLE IS IN MOTION,NEW HAMPSHIRE AVE @ DILSTON RD,No,No,No,No,No,No,MD,HONDA,PILOT,SILVER,Warning,21-1124.2(d2),No,BLACK,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVING WRONG WAY--ONE WAY STREET,EAST WEST HWY/WAVERLY ST,No,No,No,No,No,No,MD,TOYOTA,CAMRY,BLACK,Warning,21-308(a),No,BLACK,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,WAYNE AVE/GEORGIA AVE,No,No,No,No,No,No,DC,FORD,EXPLORER,WHITE,Warning,21-201(a1),No,ASIAN,M,DC,DC,A - Marked Patrol
"1st district, Rockville",DRIVER FAILURE TO STOP AT STEADY CIRCULAR RED SIGNAL,SHADY GROVE RD / MD 355,No,No,No,No,No,No,MD,CHRY,PACIFICA,GOLD,Warning,21-202(h1),No,HISPANIC,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",EXCEEDING MAXIMUM SPEED: 54 MPH IN A POSTED 35 MPH ZONE,N/B WISCONSIN AVE AT NORWOOD RD,No,No,No,No,No,No,MD,TOYT,CAMRY,BLACK,Citation,21-801.1,No,WHITE,M,MD,MD,Q - Marked Laser
"4th district, Wheaton","PERSON DRIVING MOTOR VEHICLE WHILE LICENSE SUSPENDED UNDER 17-106, 26-204, 26-206, 27-103",PARKLAND DR AT FALCON RD,No,No,No,No,No,No,MD,CHEVROLET,EXPRESS,WHITE,Citation,16-303(h),No,HISPANIC,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",DISPLAYING EXPIRED REGISTRATION PLATE ISSUED BY ANY STATE,24F MONTGOMERY VILLAGE,No,No,No,No,No,No,FL,SUZUKI,MC,YELLOW,Citation,13-411(f),No,BLACK,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",EXCEEDING THE POSTED SPEED LIMIT OF 60 MPH,EB MD 200/GEORGIA AVE,No,No,No,No,No,No,MD,PONTIAC,2S,SILVER,Warning,21-801.1,No,WHITE,M,MD,MD,A - Marked Patrol
"6th district, Gaithersburg / Montgomery Village",OPERATOR NOT RESTRAINED BY SEATBELT,WASHINGTONIAN BLVD @ SAM EIG HWY,No,No,No,No,No,No,VA,CHYRSLER,4S,WHITE,Citation,22-412.3(b),No,WHITE,M,VA,VA,A - Marked Patrol
"2nd district, Bethesda",DRIVER FAILURE TO OBEY PROPERLY PLACED TRAFFIC CONTROL DEVICE INSTRUCTIONS,ROCKLEDGE ON N/B I270,No,No,No,No,No,No,CA,CHRYSLER,4 DOOR,WHITE,Citation,21-201(a1),No,WHITE,M,NE,NE,S - License Plate Recognition
Headquarters and Special Operations,WEIGHT VIOLATIONS ON HIGHWAYS AND INTERSTATES EXCEEDING ALLOWABLE WEIGHT OF 8000LBS BY 4000LBS,WOODFIELD RD @ AIRPARK DR,No,No,No,No,No,No,MD,FORD,BOX TK,MULTICOLOR,Warning,27-105(c1),No,WHITE,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITH SUSPENDED REGISTRATION,GEORGIA AVE // ASPEN HILL RD,No,No,No,No,No,No,MD,HYUNDAI,TIBURON,SILVER,Citation,13-401(h),No,HISPANIC,M,MD,MD,A - Marked Patrol
"4th district, Wheaton",DRIVING VEHICLE ON HIGHWAY WITHOUT CURRENT REGISTRATION PLATES AND VALIDATION TABS,CONNETICUT AVE @ GEORGIA AVE,No,No,No,No,No,No,NV,TOYOTA,COROLLA,WHITE,Warning,13-411(d),No,WHITE,F,NV,NV,A - Marked Patrol
"5th district, Germantown",DRIVING UNDER THE INFLUENCE OF ALCOHOL PER SE,MIDDLEBROOK @ I-270,No,No,No,No,No,No,MD,INFI,4S,BROWN,Citation,21-902(a2),No,BLACK,M,MD,MD,Q - Marked Laser
"1st district, Rockville",CLEARANCE LIGHTINOPERATIVE,WOODFIELD RD @ ROSEWOOD MANOR,No,No,No,No,No,No,MD,HOME,TL,WHITE,Warning,11-393.9,No,HISPANIC,M,MD,MD,A - Marked Patrol
"3rd district, Silver Spring",STOPPING VEH. IN INTERSECTION,S/B GEORGIA AVE @ SECOND AVE,No,No,No,No,No,No,VA,TOYOTA,COROLLA,BLACK,Warning,21-1003(d),No,ASIAN,F,VA,VA,A - Marked Patrol
"3rd district, Silver Spring",DRIVING TO DRIVE MOTOR VEHICLE ON HIGHWAY WITHOUT REQUIRED LICENSE AND AUTHORIZATION,RT 193 & SEEK LA E2,No,No,No,No,No,No,MD,ACUR,4S,WHITE,Citation,16-101(a),No,HISPANIC,M,MD,MD,A - Marked Patrol
"2nd district, Bethesda",DRIVER FAILURE TO STOP AT STOP SIGN LINE,FRIENDSHIP BLVD AT S PARK AVE,No,No,No,No,No,No,MD,TOYOTA,PRIUS,RED,Citation,21-707(a),No,WHITE,F,MD,MD,A - Marked Patrol
